book_id,user_id,rating
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,17228,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,17643,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,17663,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,17984,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,18031,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,18313,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,19526,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,19724,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,19729,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,20406,2
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,20467,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,21217,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,21228,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,21487,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,21676,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,21733,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,23576,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,24326,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,25164,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,25182,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,25840,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,26579,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,26629,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,26661,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,27499,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,27834,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,27934,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,28767,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,29123,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,29703,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,30283,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,30313,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,30681,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,30944,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,32305,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,32338,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,32592,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,32745,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,32748,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,32918,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,32923,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,33065,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,33697,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,33716,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,33872,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,34688,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,36099,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,37284,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,37834,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,39423,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,42404,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,43985,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,44243,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,44397,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,45269,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,46482,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,47411,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,47730,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,47800,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,48482,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,48559,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,48687,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,49298,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,50102,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,51460,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,51838,4
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,52036,3
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,53245,5
e93d191e-1f2e-43be-4e70-08dcf4ddd1e6,53292,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,314,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,1169,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,1952,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,2324,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,2487,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,2900,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,3022,1
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,3662,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,3739,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,3922,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,5115,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,5461,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,6342,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,6630,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,7001,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,8167,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,8370,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,9246,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,10111,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,10246,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,10402,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,10944,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,11691,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,11692,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,11868,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,11927,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,11945,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,12381,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,12476,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,12874,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,12946,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,13034,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,13776,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,13794,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,14546,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,14603,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,15547,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,17228,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,17643,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,17663,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,18031,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,18313,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,19526,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,19724,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,19729,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,20406,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,20467,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,21217,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,21228,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,21487,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,21676,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,21733,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,22602,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,23576,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,24499,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,25164,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,25182,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,25840,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,26629,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,26661,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,27499,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,27834,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,28158,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,28767,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,29703,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,29819,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,30681,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,30944,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,32338,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,32635,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,32748,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,32923,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,33065,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,33697,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,33716,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,33872,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,34688,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,36099,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,37284,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,38798,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,39423,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,41074,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,42404,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,44243,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,44397,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,45269,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,45493,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,45554,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,46139,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,46421,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,46482,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,47800,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,48559,3
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,48687,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,49298,2
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,50104,5
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,51166,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,51838,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,52036,4
5ef2444f-3eac-4231-4e71-08dcf4ddd1e6,53292,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,173,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,314,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,725,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,2077,2
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,2171,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,3662,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,5379,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,6016,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,8440,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,8612,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,9195,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,9246,2
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,9722,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,10727,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,11599,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,11691,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,11927,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,12476,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,13282,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,14222,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,14285,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,15318,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,16569,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,16913,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,17329,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,17405,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,17984,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,18031,1
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,18179,1
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,18199,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,18316,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,18361,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,18550,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,18798,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,18957,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,20076,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,20782,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,21228,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,22212,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,22534,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,24326,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,25030,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,26146,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,26244,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,26398,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,26942,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,28158,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,28831,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,29031,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,29644,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,29689,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,30601,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,30879,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,31001,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,31305,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,31760,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,32419,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,32635,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,32923,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,33119,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,33147,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,33207,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,33872,2
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,34531,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,35259,2
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,35982,2
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,36664,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,37035,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,37041,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,38687,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,38851,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,39720,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,40167,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,40251,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,40490,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,41318,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,43985,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,45493,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,47490,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,47746,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,48687,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,49138,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,49382,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,49830,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,50096,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,50101,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,50102,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,50104,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,50133,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,50610,3
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,51065,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,51166,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,51480,2
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,51762,4
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,52036,2
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,52469,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,52583,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,52740,2
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,53145,5
86e76f89-c44c-438a-4f23-08dcf4ddd1e6,53292,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,588,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,1952,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,2276,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,2324,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,2900,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,3022,1
94666746-de8b-404f-4e72-08dcf4ddd1e6,3922,1
94666746-de8b-404f-4e72-08dcf4ddd1e6,4606,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,5461,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,6342,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,6630,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,7001,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,9246,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,9771,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,10140,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,10246,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,11285,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,11691,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,11868,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,11945,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,12381,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,12874,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,12946,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,13034,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,13776,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,13794,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,13991,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,14192,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,14207,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,14546,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,14603,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,17228,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,17434,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,17643,1
94666746-de8b-404f-4e72-08dcf4ddd1e6,18313,1
94666746-de8b-404f-4e72-08dcf4ddd1e6,19526,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,19724,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,19729,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,20076,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,20406,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,20782,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,20848,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,21217,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,21228,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,21487,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,21676,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,21733,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,22602,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,23576,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,24326,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,24499,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,25164,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,25182,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,25840,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,26145,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,26579,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,26661,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,27499,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,27834,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,28158,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,28767,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,30681,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,30944,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,32338,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,32592,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,32745,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,32748,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,32923,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,33065,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,33716,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,33872,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,36099,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,36695,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,37284,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,37834,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,38798,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,39423,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,42404,2
94666746-de8b-404f-4e72-08dcf4ddd1e6,42574,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,42810,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,43985,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,45269,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,45554,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,46139,3
94666746-de8b-404f-4e72-08dcf4ddd1e6,46482,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,47730,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,47800,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,48559,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,48687,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,49288,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,49289,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,49295,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,49297,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,50096,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,50101,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,50102,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,50104,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,50133,5
94666746-de8b-404f-4e72-08dcf4ddd1e6,51838,4
94666746-de8b-404f-4e72-08dcf4ddd1e6,53292,5
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,3662,4
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,3922,5
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,4536,2
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,5115,4
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,5272,3
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,5461,3
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,6063,1
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,6630,3
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,7001,4
1aa6ae28-6148-4b57-4e73-08dcf4ddd1e6,8167,3
